v6	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(R6)	I(R7)	I(R8)	I(R9)	I(R10)
-1.375000000000036e+002	2.052083e+001	2.847222e+001	-1.079861e+001	1.579861e+001	-4.722222e+000	2.777778e-001	-1.385417e+001	-8.576389e+000	-1.357639e+001	1.736111e+001
-1.374000000000036e+002	2.050833e+001	2.845555e+001	-1.078611e+001	1.578611e+001	-4.722222e+000	2.777778e-001	-1.384167e+001	-8.563889e+000	-1.356389e+001	1.734444e+001
-1.373000000000036e+002	2.049583e+001	2.843889e+001	-1.077361e+001	1.577361e+001	-4.722222e+000	2.777778e-001	-1.382917e+001	-8.551389e+000	-1.355139e+001	1.732778e+001
-1.372000000000036e+002	2.048333e+001	2.842222e+001	-1.076111e+001	1.576111e+001	-4.722222e+000	2.777778e-001	-1.381667e+001	-8.538889e+000	-1.353889e+001	1.731111e+001
-1.371000000000036e+002	2.047083e+001	2.840556e+001	-1.074861e+001	1.574861e+001	-4.722222e+000	2.777778e-001	-1.380417e+001	-8.526389e+000	-1.352639e+001	1.729445e+001
-1.370000000000036e+002	2.045833e+001	2.838889e+001	-1.073611e+001	1.573611e+001	-4.722222e+000	2.777778e-001	-1.379167e+001	-8.513889e+000	-1.351389e+001	1.727778e+001
-1.369000000000036e+002	2.044583e+001	2.837222e+001	-1.072361e+001	1.572361e+001	-4.722222e+000	2.777778e-001	-1.377917e+001	-8.501389e+000	-1.350139e+001	1.726111e+001
-1.368000000000036e+002	2.043333e+001	2.835556e+001	-1.071111e+001	1.571111e+001	-4.722222e+000	2.777778e-001	-1.376667e+001	-8.488889e+000	-1.348889e+001	1.724444e+001
-1.367000000000036e+002	2.042083e+001	2.833889e+001	-1.069861e+001	1.569861e+001	-4.722222e+000	2.777778e-001	-1.375417e+001	-8.476389e+000	-1.347639e+001	1.722778e+001
-1.366000000000036e+002	2.040833e+001	2.832222e+001	-1.068611e+001	1.568611e+001	-4.722222e+000	2.777778e-001	-1.374167e+001	-8.463889e+000	-1.346389e+001	1.721111e+001
-1.365000000000036e+002	2.039583e+001	2.830556e+001	-1.067361e+001	1.567361e+001	-4.722222e+000	2.777778e-001	-1.372917e+001	-8.451389e+000	-1.345139e+001	1.719444e+001
-1.364000000000036e+002	2.038333e+001	2.828889e+001	-1.066111e+001	1.566111e+001	-4.722222e+000	2.777778e-001	-1.371667e+001	-8.438889e+000	-1.343889e+001	1.717778e+001
-1.363000000000036e+002	2.037083e+001	2.827222e+001	-1.064861e+001	1.564861e+001	-4.722222e+000	2.777778e-001	-1.370417e+001	-8.426389e+000	-1.342639e+001	1.716111e+001
-1.362000000000036e+002	2.035833e+001	2.825556e+001	-1.063611e+001	1.563611e+001	-4.722222e+000	2.777778e-001	-1.369167e+001	-8.413889e+000	-1.341389e+001	1.714444e+001
-1.361000000000036e+002	2.034583e+001	2.823889e+001	-1.062361e+001	1.562361e+001	-4.722222e+000	2.777778e-001	-1.367917e+001	-8.401389e+000	-1.340139e+001	1.712778e+001
-1.360000000000036e+002	2.033333e+001	2.822222e+001	-1.061111e+001	1.561111e+001	-4.722222e+000	2.777778e-001	-1.366667e+001	-8.388889e+000	-1.338889e+001	1.711111e+001
-1.359000000000036e+002	2.032083e+001	2.820555e+001	-1.059861e+001	1.559861e+001	-4.722222e+000	2.777778e-001	-1.365417e+001	-8.376389e+000	-1.337639e+001	1.709444e+001
-1.358000000000037e+002	2.030833e+001	2.818889e+001	-1.058611e+001	1.558611e+001	-4.722222e+000	2.777778e-001	-1.364167e+001	-8.363889e+000	-1.336389e+001	1.707778e+001
-1.357000000000037e+002	2.029583e+001	2.817222e+001	-1.057361e+001	1.557361e+001	-4.722222e+000	2.777778e-001	-1.362917e+001	-8.351389e+000	-1.335139e+001	1.706111e+001
-1.356000000000037e+002	2.028333e+001	2.815556e+001	-1.056111e+001	1.556111e+001	-4.722222e+000	2.777778e-001	-1.361667e+001	-8.338889e+000	-1.333889e+001	1.704445e+001
-1.355000000000037e+002	2.027083e+001	2.813889e+001	-1.054861e+001	1.554861e+001	-4.722222e+000	2.777778e-001	-1.360417e+001	-8.326389e+000	-1.332639e+001	1.702778e+001
-1.354000000000037e+002	2.025833e+001	2.812222e+001	-1.053611e+001	1.553611e+001	-4.722222e+000	2.777778e-001	-1.359167e+001	-8.313889e+000	-1.331389e+001	1.701111e+001
-1.353000000000037e+002	2.024583e+001	2.810556e+001	-1.052361e+001	1.552361e+001	-4.722222e+000	2.777778e-001	-1.357917e+001	-8.301389e+000	-1.330139e+001	1.699444e+001
-1.352000000000037e+002	2.023333e+001	2.808889e+001	-1.051111e+001	1.551111e+001	-4.722222e+000	2.777778e-001	-1.356667e+001	-8.288889e+000	-1.328889e+001	1.697778e+001
-1.351000000000037e+002	2.022083e+001	2.807222e+001	-1.049861e+001	1.549861e+001	-4.722222e+000	2.777778e-001	-1.355417e+001	-8.276389e+000	-1.327639e+001	1.696111e+001
-1.350000000000037e+002	2.020833e+001	2.805556e+001	-1.048611e+001	1.548611e+001	-4.722222e+000	2.777778e-001	-1.354167e+001	-8.263889e+000	-1.326389e+001	1.694444e+001
-1.349000000000037e+002	2.019583e+001	2.803889e+001	-1.047361e+001	1.547361e+001	-4.722222e+000	2.777778e-001	-1.352917e+001	-8.251389e+000	-1.325139e+001	1.692778e+001
-1.348000000000037e+002	2.018333e+001	2.802222e+001	-1.046111e+001	1.546111e+001	-4.722222e+000	2.777778e-001	-1.351667e+001	-8.238889e+000	-1.323889e+001	1.691111e+001
-1.347000000000037e+002	2.017083e+001	2.800556e+001	-1.044861e+001	1.544861e+001	-4.722222e+000	2.777778e-001	-1.350417e+001	-8.226389e+000	-1.322639e+001	1.689444e+001
-1.346000000000037e+002	2.015833e+001	2.798889e+001	-1.043611e+001	1.543611e+001	-4.722222e+000	2.777778e-001	-1.349167e+001	-8.213889e+000	-1.321389e+001	1.687778e+001
-1.345000000000037e+002	2.014583e+001	2.797222e+001	-1.042361e+001	1.542361e+001	-4.722222e+000	2.777778e-001	-1.347917e+001	-8.201389e+000	-1.320139e+001	1.686111e+001
-1.344000000000037e+002	2.013333e+001	2.795555e+001	-1.041111e+001	1.541111e+001	-4.722222e+000	2.777778e-001	-1.346667e+001	-8.188889e+000	-1.318889e+001	1.684444e+001
-1.343000000000037e+002	2.012083e+001	2.793889e+001	-1.039861e+001	1.539861e+001	-4.722222e+000	2.777778e-001	-1.345417e+001	-8.176389e+000	-1.317639e+001	1.682778e+001
-1.342000000000037e+002	2.010833e+001	2.792222e+001	-1.038611e+001	1.538611e+001	-4.722222e+000	2.777778e-001	-1.344167e+001	-8.163889e+000	-1.316389e+001	1.681111e+001
-1.341000000000038e+002	2.009583e+001	2.790556e+001	-1.037361e+001	1.537361e+001	-4.722222e+000	2.777778e-001	-1.342917e+001	-8.151389e+000	-1.315139e+001	1.679445e+001
-1.340000000000038e+002	2.008333e+001	2.788889e+001	-1.036111e+001	1.536111e+001	-4.722222e+000	2.777778e-001	-1.341667e+001	-8.138889e+000	-1.313889e+001	1.677778e+001
-1.339000000000038e+002	2.007083e+001	2.787222e+001	-1.034861e+001	1.534861e+001	-4.722222e+000	2.777778e-001	-1.340417e+001	-8.126389e+000	-1.312639e+001	1.676111e+001
-1.338000000000038e+002	2.005833e+001	2.785556e+001	-1.033611e+001	1.533611e+001	-4.722222e+000	2.777778e-001	-1.339167e+001	-8.113889e+000	-1.311389e+001	1.674444e+001
-1.337000000000038e+002	2.004583e+001	2.783889e+001	-1.032361e+001	1.532361e+001	-4.722222e+000	2.777778e-001	-1.337917e+001	-8.101389e+000	-1.310139e+001	1.672778e+001
-1.336000000000038e+002	2.003333e+001	2.782222e+001	-1.031111e+001	1.531111e+001	-4.722222e+000	2.777778e-001	-1.336667e+001	-8.088889e+000	-1.308889e+001	1.671111e+001
-1.335000000000038e+002	2.002083e+001	2.780556e+001	-1.029861e+001	1.529861e+001	-4.722222e+000	2.777778e-001	-1.335417e+001	-8.076389e+000	-1.307639e+001	1.669444e+001
-1.334000000000038e+002	2.000833e+001	2.778889e+001	-1.028611e+001	1.528611e+001	-4.722222e+000	2.777778e-001	-1.334167e+001	-8.063889e+000	-1.306389e+001	1.667778e+001
-1.333000000000038e+002	1.999583e+001	2.777222e+001	-1.027361e+001	1.527361e+001	-4.722222e+000	2.777778e-001	-1.332917e+001	-8.051389e+000	-1.305139e+001	1.666111e+001
-1.332000000000038e+002	1.998333e+001	2.775556e+001	-1.026111e+001	1.526111e+001	-4.722222e+000	2.777778e-001	-1.331667e+001	-8.038889e+000	-1.303889e+001	1.664444e+001
-1.331000000000038e+002	1.997083e+001	2.773889e+001	-1.024861e+001	1.524861e+001	-4.722222e+000	2.777778e-001	-1.330417e+001	-8.026389e+000	-1.302639e+001	1.662778e+001
-1.330000000000038e+002	1.995833e+001	2.772222e+001	-1.023611e+001	1.523611e+001	-4.722222e+000	2.777778e-001	-1.329167e+001	-8.013889e+000	-1.301389e+001	1.661111e+001
-1.329000000000038e+002	1.994583e+001	2.770555e+001	-1.022361e+001	1.522361e+001	-4.722222e+000	2.777778e-001	-1.327917e+001	-8.001389e+000	-1.300139e+001	1.659444e+001
-1.328000000000038e+002	1.993333e+001	2.768889e+001	-1.021111e+001	1.521111e+001	-4.722222e+000	2.777778e-001	-1.326667e+001	-7.988889e+000	-1.298889e+001	1.657778e+001
-1.327000000000038e+002	1.992083e+001	2.767222e+001	-1.019861e+001	1.519861e+001	-4.722222e+000	2.777778e-001	-1.325417e+001	-7.976389e+000	-1.297639e+001	1.656111e+001
-1.326000000000038e+002	1.990833e+001	2.765556e+001	-1.018611e+001	1.518611e+001	-4.722222e+000	2.777778e-001	-1.324167e+001	-7.963889e+000	-1.296389e+001	1.654445e+001
-1.325000000000038e+002	1.989583e+001	2.763889e+001	-1.017361e+001	1.517361e+001	-4.722222e+000	2.777778e-001	-1.322917e+001	-7.951389e+000	-1.295139e+001	1.652778e+001
-1.324000000000038e+002	1.988333e+001	2.762222e+001	-1.016111e+001	1.516111e+001	-4.722222e+000	2.777778e-001	-1.321667e+001	-7.938889e+000	-1.293889e+001	1.651111e+001
-1.323000000000039e+002	1.987083e+001	2.760556e+001	-1.014861e+001	1.514861e+001	-4.722222e+000	2.777778e-001	-1.320417e+001	-7.926389e+000	-1.292639e+001	1.649444e+001
-1.322000000000039e+002	1.985833e+001	2.758889e+001	-1.013611e+001	1.513611e+001	-4.722222e+000	2.777778e-001	-1.319167e+001	-7.913889e+000	-1.291389e+001	1.647778e+001
-1.321000000000039e+002	1.984583e+001	2.757222e+001	-1.012361e+001	1.512361e+001	-4.722222e+000	2.777778e-001	-1.317917e+001	-7.901389e+000	-1.290139e+001	1.646111e+001
-1.320000000000039e+002	1.983333e+001	2.755556e+001	-1.011111e+001	1.511111e+001	-4.722222e+000	2.777778e-001	-1.316667e+001	-7.888889e+000	-1.288889e+001	1.644444e+001
-1.319000000000039e+002	1.982083e+001	2.753889e+001	-1.009861e+001	1.509861e+001	-4.722222e+000	2.777778e-001	-1.315417e+001	-7.876389e+000	-1.287639e+001	1.642778e+001
-1.318000000000039e+002	1.980833e+001	2.752222e+001	-1.008611e+001	1.508611e+001	-4.722222e+000	2.777778e-001	-1.314167e+001	-7.863889e+000	-1.286389e+001	1.641111e+001
-1.317000000000039e+002	1.979583e+001	2.750556e+001	-1.007361e+001	1.507361e+001	-4.722222e+000	2.777778e-001	-1.312917e+001	-7.851389e+000	-1.285139e+001	1.639444e+001
-1.316000000000039e+002	1.978333e+001	2.748889e+001	-1.006111e+001	1.506111e+001	-4.722222e+000	2.777778e-001	-1.311667e+001	-7.838889e+000	-1.283889e+001	1.637778e+001
-1.315000000000039e+002	1.977083e+001	2.747222e+001	-1.004861e+001	1.504861e+001	-4.722222e+000	2.777778e-001	-1.310417e+001	-7.826389e+000	-1.282639e+001	1.636111e+001
-1.314000000000039e+002	1.975833e+001	2.745555e+001	-1.003611e+001	1.503611e+001	-4.722222e+000	2.777778e-001	-1.309167e+001	-7.813889e+000	-1.281389e+001	1.634444e+001
-1.313000000000039e+002	1.974583e+001	2.743889e+001	-1.002361e+001	1.502361e+001	-4.722222e+000	2.777778e-001	-1.307917e+001	-7.801389e+000	-1.280139e+001	1.632778e+001
-1.312000000000039e+002	1.973333e+001	2.742222e+001	-1.001111e+001	1.501111e+001	-4.722222e+000	2.777778e-001	-1.306667e+001	-7.788889e+000	-1.278889e+001	1.631111e+001
-1.311000000000039e+002	1.972083e+001	2.740556e+001	-9.998611e+000	1.499861e+001	-4.722222e+000	2.777778e-001	-1.305417e+001	-7.776389e+000	-1.277639e+001	1.629445e+001
-1.310000000000039e+002	1.970833e+001	2.738889e+001	-9.986111e+000	1.498611e+001	-4.722222e+000	2.777778e-001	-1.304167e+001	-7.763889e+000	-1.276389e+001	1.627778e+001
-1.309000000000039e+002	1.969583e+001	2.737222e+001	-9.973611e+000	1.497361e+001	-4.722222e+000	2.777778e-001	-1.302917e+001	-7.751389e+000	-1.275139e+001	1.626111e+001
-1.308000000000039e+002	1.968333e+001	2.735556e+001	-9.961111e+000	1.496111e+001	-4.722222e+000	2.777778e-001	-1.301667e+001	-7.738889e+000	-1.273889e+001	1.624444e+001
-1.307000000000039e+002	1.967083e+001	2.733889e+001	-9.948611e+000	1.494861e+001	-4.722222e+000	2.777778e-001	-1.300417e+001	-7.726389e+000	-1.272639e+001	1.622778e+001
-1.306000000000039e+002	1.965833e+001	2.732222e+001	-9.936111e+000	1.493611e+001	-4.722222e+000	2.777778e-001	-1.299167e+001	-7.713889e+000	-1.271389e+001	1.621111e+001
-1.305000000000040e+002	1.964583e+001	2.730556e+001	-9.923611e+000	1.492361e+001	-4.722222e+000	2.777778e-001	-1.297917e+001	-7.701389e+000	-1.270139e+001	1.619444e+001
-1.304000000000040e+002	1.963333e+001	2.728889e+001	-9.911111e+000	1.491111e+001	-4.722222e+000	2.777778e-001	-1.296667e+001	-7.688889e+000	-1.268889e+001	1.617778e+001
-1.303000000000040e+002	1.962083e+001	2.727222e+001	-9.898611e+000	1.489861e+001	-4.722222e+000	2.777778e-001	-1.295417e+001	-7.676389e+000	-1.267639e+001	1.616111e+001
-1.302000000000040e+002	1.960833e+001	2.725556e+001	-9.886111e+000	1.488611e+001	-4.722222e+000	2.777778e-001	-1.294167e+001	-7.663889e+000	-1.266389e+001	1.614444e+001
-1.301000000000040e+002	1.959583e+001	2.723889e+001	-9.873611e+000	1.487361e+001	-4.722222e+000	2.777778e-001	-1.292917e+001	-7.651389e+000	-1.265139e+001	1.612778e+001
-1.300000000000040e+002	1.958333e+001	2.722222e+001	-9.861111e+000	1.486111e+001	-4.722222e+000	2.777778e-001	-1.291667e+001	-7.638889e+000	-1.263889e+001	1.611111e+001
-1.299000000000040e+002	1.957083e+001	2.720555e+001	-9.848611e+000	1.484861e+001	-4.722222e+000	2.777778e-001	-1.290417e+001	-7.626389e+000	-1.262639e+001	1.609444e+001
-1.298000000000040e+002	1.955833e+001	2.718889e+001	-9.836111e+000	1.483611e+001	-4.722222e+000	2.777778e-001	-1.289167e+001	-7.613889e+000	-1.261389e+001	1.607778e+001
-1.297000000000040e+002	1.954583e+001	2.717222e+001	-9.823611e+000	1.482361e+001	-4.722222e+000	2.777778e-001	-1.287917e+001	-7.601389e+000	-1.260139e+001	1.606111e+001
-1.296000000000040e+002	1.953333e+001	2.715556e+001	-9.811111e+000	1.481111e+001	-4.722222e+000	2.777778e-001	-1.286667e+001	-7.588889e+000	-1.258889e+001	1.604445e+001
-1.295000000000040e+002	1.952083e+001	2.713889e+001	-9.798611e+000	1.479861e+001	-4.722222e+000	2.777778e-001	-1.285417e+001	-7.576389e+000	-1.257639e+001	1.602778e+001
-1.294000000000040e+002	1.950833e+001	2.712222e+001	-9.786111e+000	1.478611e+001	-4.722222e+000	2.777778e-001	-1.284167e+001	-7.563889e+000	-1.256389e+001	1.601111e+001
-1.293000000000040e+002	1.949583e+001	2.710556e+001	-9.773611e+000	1.477361e+001	-4.722222e+000	2.777778e-001	-1.282917e+001	-7.551389e+000	-1.255139e+001	1.599444e+001
-1.292000000000040e+002	1.948333e+001	2.708889e+001	-9.761111e+000	1.476111e+001	-4.722222e+000	2.777778e-001	-1.281667e+001	-7.538889e+000	-1.253889e+001	1.597778e+001
-1.291000000000040e+002	1.947083e+001	2.707222e+001	-9.748611e+000	1.474861e+001	-4.722222e+000	2.777778e-001	-1.280417e+001	-7.526389e+000	-1.252639e+001	1.596111e+001
-1.290000000000040e+002	1.945833e+001	2.705556e+001	-9.736111e+000	1.473611e+001	-4.722222e+000	2.777778e-001	-1.279167e+001	-7.513889e+000	-1.251389e+001	1.594444e+001
-1.289000000000040e+002	1.944583e+001	2.703889e+001	-9.723611e+000	1.472361e+001	-4.722222e+000	2.777778e-001	-1.277917e+001	-7.501389e+000	-1.250139e+001	1.592778e+001
-1.288000000000041e+002	1.943333e+001	2.702222e+001	-9.711111e+000	1.471111e+001	-4.722222e+000	2.777778e-001	-1.276667e+001	-7.488889e+000	-1.248889e+001	1.591111e+001
-1.287000000000041e+002	1.942083e+001	2.700556e+001	-9.698611e+000	1.469861e+001	-4.722222e+000	2.777778e-001	-1.275417e+001	-7.476389e+000	-1.247639e+001	1.589444e+001
-1.286000000000041e+002	1.940833e+001	2.698889e+001	-9.686111e+000	1.468611e+001	-4.722222e+000	2.777778e-001	-1.274167e+001	-7.463889e+000	-1.246389e+001	1.587778e+001
-1.285000000000041e+002	1.939583e+001	2.697222e+001	-9.673611e+000	1.467361e+001	-4.722222e+000	2.777778e-001	-1.272917e+001	-7.451389e+000	-1.245139e+001	1.586111e+001
-1.284000000000041e+002	1.938333e+001	2.695555e+001	-9.661111e+000	1.466111e+001	-4.722222e+000	2.777778e-001	-1.271667e+001	-7.438889e+000	-1.243889e+001	1.584444e+001
-1.283000000000041e+002	1.937083e+001	2.693889e+001	-9.648611e+000	1.464861e+001	-4.722222e+000	2.777778e-001	-1.270417e+001	-7.426389e+000	-1.242639e+001	1.582778e+001
-1.282000000000041e+002	1.935833e+001	2.692222e+001	-9.636111e+000	1.463611e+001	-4.722222e+000	2.777778e-001	-1.269167e+001	-7.413889e+000	-1.241389e+001	1.581111e+001
-1.281000000000041e+002	1.934583e+001	2.690556e+001	-9.623611e+000	1.462361e+001	-4.722222e+000	2.777778e-001	-1.267917e+001	-7.401389e+000	-1.240139e+001	1.579444e+001
-1.280000000000041e+002	1.933333e+001	2.688889e+001	-9.611111e+000	1.461111e+001	-4.722222e+000	2.777778e-001	-1.266667e+001	-7.388889e+000	-1.238889e+001	1.577778e+001
-1.279000000000041e+002	1.932083e+001	2.687222e+001	-9.598611e+000	1.459861e+001	-4.722222e+000	2.777778e-001	-1.265417e+001	-7.376389e+000	-1.237639e+001	1.576111e+001
-1.278000000000041e+002	1.930833e+001	2.685556e+001	-9.586111e+000	1.458611e+001	-4.722222e+000	2.777778e-001	-1.264167e+001	-7.363889e+000	-1.236389e+001	1.574444e+001
-1.277000000000041e+002	1.929583e+001	2.683889e+001	-9.573611e+000	1.457361e+001	-4.722222e+000	2.777778e-001	-1.262917e+001	-7.351389e+000	-1.235139e+001	1.572778e+001
-1.276000000000041e+002	1.928333e+001	2.682222e+001	-9.561111e+000	1.456111e+001	-4.722222e+000	2.777778e-001	-1.261667e+001	-7.338889e+000	-1.233889e+001	1.571111e+001
-1.275000000000041e+002	1.927083e+001	2.680556e+001	-9.548611e+000	1.454861e+001	-4.722222e+000	2.777778e-001	-1.260417e+001	-7.326389e+000	-1.232639e+001	1.569444e+001
-1.274000000000041e+002	1.925833e+001	2.678889e+001	-9.536111e+000	1.453611e+001	-4.722222e+000	2.777778e-001	-1.259167e+001	-7.313889e+000	-1.231389e+001	1.567778e+001
-1.273000000000041e+002	1.924583e+001	2.677222e+001	-9.523611e+000	1.452361e+001	-4.722222e+000	2.777778e-001	-1.257917e+001	-7.301389e+000	-1.230139e+001	1.566111e+001
-1.272000000000041e+002	1.923333e+001	2.675556e+001	-9.511111e+000	1.451111e+001	-4.722222e+000	2.777778e-001	-1.256667e+001	-7.288889e+000	-1.228889e+001	1.564444e+001
-1.271000000000041e+002	1.922083e+001	2.673889e+001	-9.498611e+000	1.449861e+001	-4.722222e+000	2.777778e-001	-1.255417e+001	-7.276389e+000	-1.227639e+001	1.562778e+001
-1.270000000000042e+002	1.920833e+001	2.672222e+001	-9.486111e+000	1.448611e+001	-4.722222e+000	2.777778e-001	-1.254167e+001	-7.263889e+000	-1.226389e+001	1.561111e+001
-1.269000000000042e+002	1.919583e+001	2.670555e+001	-9.473611e+000	1.447361e+001	-4.722222e+000	2.777778e-001	-1.252917e+001	-7.251389e+000	-1.225139e+001	1.559444e+001
-1.268000000000042e+002	1.918333e+001	2.668889e+001	-9.461111e+000	1.446111e+001	-4.722222e+000	2.777778e-001	-1.251667e+001	-7.238889e+000	-1.223889e+001	1.557778e+001
-1.267000000000042e+002	1.917083e+001	2.667222e+001	-9.448611e+000	1.444861e+001	-4.722222e+000	2.777778e-001	-1.250417e+001	-7.226389e+000	-1.222639e+001	1.556111e+001
-1.266000000000042e+002	1.915833e+001	2.665556e+001	-9.436111e+000	1.443611e+001	-4.722222e+000	2.777778e-001	-1.249167e+001	-7.213889e+000	-1.221389e+001	1.554444e+001
-1.265000000000042e+002	1.914583e+001	2.663889e+001	-9.423611e+000	1.442361e+001	-4.722222e+000	2.777778e-001	-1.247917e+001	-7.201389e+000	-1.220139e+001	1.552778e+001
-1.264000000000042e+002	1.913333e+001	2.662222e+001	-9.411111e+000	1.441111e+001	-4.722222e+000	2.777778e-001	-1.246667e+001	-7.188889e+000	-1.218889e+001	1.551111e+001
-1.263000000000042e+002	1.912083e+001	2.660556e+001	-9.398611e+000	1.439861e+001	-4.722222e+000	2.777778e-001	-1.245417e+001	-7.176389e+000	-1.217639e+001	1.549444e+001
-1.262000000000042e+002	1.910833e+001	2.658889e+001	-9.386111e+000	1.438611e+001	-4.722222e+000	2.777778e-001	-1.244167e+001	-7.163889e+000	-1.216389e+001	1.547778e+001
-1.261000000000042e+002	1.909583e+001	2.657222e+001	-9.373611e+000	1.437361e+001	-4.722222e+000	2.777778e-001	-1.242917e+001	-7.151389e+000	-1.215139e+001	1.546111e+001
-1.260000000000042e+002	1.908333e+001	2.655556e+001	-9.361111e+000	1.436111e+001	-4.722222e+000	2.777778e-001	-1.241667e+001	-7.138889e+000	-1.213889e+001	1.544444e+001
-1.259000000000042e+002	1.907083e+001	2.653889e+001	-9.348611e+000	1.434861e+001	-4.722222e+000	2.777778e-001	-1.240417e+001	-7.126389e+000	-1.212639e+001	1.542778e+001
-1.258000000000042e+002	1.905833e+001	2.652222e+001	-9.336111e+000	1.433611e+001	-4.722222e+000	2.777778e-001	-1.239167e+001	-7.113889e+000	-1.211389e+001	1.541111e+001
-1.257000000000042e+002	1.904583e+001	2.650556e+001	-9.323611e+000	1.432361e+001	-4.722222e+000	2.777778e-001	-1.237917e+001	-7.101389e+000	-1.210139e+001	1.539444e+001
-1.256000000000042e+002	1.903333e+001	2.648889e+001	-9.311111e+000	1.431111e+001	-4.722222e+000	2.777778e-001	-1.236667e+001	-7.088889e+000	-1.208889e+001	1.537778e+001
-1.255000000000042e+002	1.902083e+001	2.647222e+001	-9.298611e+000	1.429861e+001	-4.722222e+000	2.777778e-001	-1.235417e+001	-7.076389e+000	-1.207639e+001	1.536111e+001
-1.254000000000042e+002	1.900833e+001	2.645555e+001	-9.286111e+000	1.428611e+001	-4.722222e+000	2.777778e-001	-1.234167e+001	-7.063889e+000	-1.206389e+001	1.534444e+001
-1.253000000000043e+002	1.899583e+001	2.643889e+001	-9.273611e+000	1.427361e+001	-4.722222e+000	2.777778e-001	-1.232917e+001	-7.051389e+000	-1.205139e+001	1.532778e+001
-1.252000000000043e+002	1.898333e+001	2.642222e+001	-9.261111e+000	1.426111e+001	-4.722222e+000	2.777778e-001	-1.231667e+001	-7.038889e+000	-1.203889e+001	1.531111e+001
-1.251000000000043e+002	1.897083e+001	2.640556e+001	-9.248611e+000	1.424861e+001	-4.722222e+000	2.777778e-001	-1.230417e+001	-7.026389e+000	-1.202639e+001	1.529444e+001
-1.250000000000043e+002	1.895833e+001	2.638889e+001	-9.236111e+000	1.423611e+001	-4.722222e+000	2.777778e-001	-1.229167e+001	-7.013889e+000	-1.201389e+001	1.527778e+001
-1.249000000000043e+002	1.894583e+001	2.637222e+001	-9.223611e+000	1.422361e+001	-4.722222e+000	2.777778e-001	-1.227917e+001	-7.001389e+000	-1.200139e+001	1.526111e+001
-1.248000000000043e+002	1.893333e+001	2.635556e+001	-9.211111e+000	1.421111e+001	-4.722222e+000	2.777778e-001	-1.226667e+001	-6.988889e+000	-1.198889e+001	1.524444e+001
-1.247000000000043e+002	1.892083e+001	2.633889e+001	-9.198611e+000	1.419861e+001	-4.722222e+000	2.777778e-001	-1.225417e+001	-6.976389e+000	-1.197639e+001	1.522778e+001
-1.246000000000043e+002	1.890833e+001	2.632222e+001	-9.186111e+000	1.418611e+001	-4.722222e+000	2.777778e-001	-1.224167e+001	-6.963889e+000	-1.196389e+001	1.521111e+001
-1.245000000000043e+002	1.889583e+001	2.630556e+001	-9.173611e+000	1.417361e+001	-4.722222e+000	2.777778e-001	-1.222917e+001	-6.951389e+000	-1.195139e+001	1.519444e+001
-1.244000000000043e+002	1.888333e+001	2.628889e+001	-9.161111e+000	1.416111e+001	-4.722222e+000	2.777778e-001	-1.221667e+001	-6.938889e+000	-1.193889e+001	1.517778e+001
-1.243000000000043e+002	1.887083e+001	2.627222e+001	-9.148611e+000	1.414861e+001	-4.722222e+000	2.777778e-001	-1.220417e+001	-6.926389e+000	-1.192639e+001	1.516111e+001
-1.242000000000043e+002	1.885833e+001	2.625556e+001	-9.136111e+000	1.413611e+001	-4.722222e+000	2.777778e-001	-1.219167e+001	-6.913889e+000	-1.191389e+001	1.514444e+001
-1.241000000000043e+002	1.884583e+001	2.623889e+001	-9.123611e+000	1.412361e+001	-4.722222e+000	2.777778e-001	-1.217917e+001	-6.901389e+000	-1.190139e+001	1.512778e+001
-1.240000000000043e+002	1.883333e+001	2.622222e+001	-9.111111e+000	1.411111e+001	-4.722222e+000	2.777778e-001	-1.216667e+001	-6.888889e+000	-1.188889e+001	1.511111e+001
-1.239000000000043e+002	1.882083e+001	2.620555e+001	-9.098611e+000	1.409861e+001	-4.722222e+000	2.777778e-001	-1.215417e+001	-6.876389e+000	-1.187639e+001	1.509444e+001
-1.238000000000043e+002	1.880833e+001	2.618889e+001	-9.086111e+000	1.408611e+001	-4.722222e+000	2.777778e-001	-1.214167e+001	-6.863889e+000	-1.186389e+001	1.507778e+001
-1.237000000000043e+002	1.879583e+001	2.617222e+001	-9.073611e+000	1.407361e+001	-4.722222e+000	2.777778e-001	-1.212917e+001	-6.851389e+000	-1.185139e+001	1.506111e+001
-1.236000000000043e+002	1.878333e+001	2.615556e+001	-9.061111e+000	1.406111e+001	-4.722222e+000	2.777778e-001	-1.211667e+001	-6.838889e+000	-1.183889e+001	1.504444e+001
-1.235000000000044e+002	1.877083e+001	2.613889e+001	-9.048611e+000	1.404861e+001	-4.722222e+000	2.777778e-001	-1.210417e+001	-6.826389e+000	-1.182639e+001	1.502778e+001
-1.234000000000044e+002	1.875833e+001	2.612222e+001	-9.036111e+000	1.403611e+001	-4.722222e+000	2.777778e-001	-1.209167e+001	-6.813889e+000	-1.181389e+001	1.501111e+001
-1.233000000000044e+002	1.874583e+001	2.610556e+001	-9.023611e+000	1.402361e+001	-4.722222e+000	2.777778e-001	-1.207917e+001	-6.801389e+000	-1.180139e+001	1.499444e+001
